customer_id,region,contract_type,monthly_price,customer_tenure_months,avg_download_speed,expected_download_speed,service_interruptions_30d,interruption_minutes_30d,num_tickets_30d,num_complaints_30d,call_center_contacts_30d,avg_resolution_hours,satisfaction_score,last_ticket_text,churn,high_priority_ticket,network_anomaly
C00355,Valencia,fibra_600,41.95,65,341.2,600,4,325.3,3,2,3,16.4,6.2,"Subida de cuota inesperada, quiero aclaracion.",1,0,0
C00356,Sevilla,fibra_1000,47.95,24,556.4,1000,2,91.8,2,1,2,24.2,7.4,Pregunta sobre la factura de este mes.,0,0,0
C00357,Madrid,fibra_1000,54.95,22,977.4,1000,9,461.4,4,2,5,49.9,3.1,"Cuarta averia este mes, el tecnico no resuelve nada.",1,1,0
C00358,Barcelona,fibra_300,29.95,49,265.9,300,10,160.0,6,1,4,53.0,4.1,"Velocidad ridicula comparada con lo que pago, harto de reclamar.",1,1,0
C00359,Barcelona,fibra_300,29.95,81,249.3,300,9,266.9,3,1,3,45.5,4.0,"Cortes constantes desde hace semanas, atencion al cliente pesima.",1,0,0
C00360,Valencia,fibra_300,31.95,5,216.0,300,7,503.2,4,1,3,47.5,5.1,"Intermitencias por la noche, molesto pero usable.",1,0,0
C00361,Valencia,convergente,57.95,7,331.7,600,10,328.3,5,1,5,36.2,4.0,"Cuarta averia este mes, el tecnico no resuelve nada.",1,1,1
C00362,Barcelona,fibra_1000,54.95,78,624.3,1000,4,283.9,4,0,3,10.8,7.5,"Subida de cuota inesperada, quiero aclaracion.",0,0,0
C00363,Valencia,fibra_1000,51.95,33,584.7,1000,9,286.6,3,1,3,28.8,5.4,"Velocidad ridicula comparada con lo que pago, harto de reclamar.",0,0,1
C00364,Bilbao,fibra_300,34.95,17,162.9,300,2,34.5,2,0,1,10.3,7.6,Pregunta sobre la factura de este mes.,0,0,0
C00365,Zaragoza,fibra_1000,47.95,20,555.6,1000,7,240.1,4,2,5,18.8,6.2,Tardaron en resolver pero al final lo arreglaron.,0,0,1
C00366,Bilbao,convergente,64.95,29,438.9,600,5,351.1,3,1,2,9.5,7.2,"Subida de cuota inesperada, quiero aclaracion.",0,0,0
C00367,Barcelona,convergente,57.95,46,347.6,600,5,426.7,4,2,3,29.0,5.7,"Subida de cuota inesperada, quiero aclaracion.",0,0,1
C00368,Madrid,movil_solo,14.95,33,71.4,100,4,224.8,3,1,2,24.5,6.5,"Router se reinicia a veces, consultar si es normal.",0,0,0
C00369,Barcelona,fibra_300,29.95,27,241.7,300,10,109.2,4,2,4,13.4,5.1,"Cortes constantes desde hace semanas, atencion al cliente pesima.",1,1,0
C00370,Madrid,movil_solo,14.95,72,78.1,100,8,307.2,5,2,5,28.1,4.6,"Cortes constantes desde hace semanas, atencion al cliente pesima.",1,1,0
C00371,Bilbao,fibra_600,39.95,24,360.8,600,0,0.0,0,0,0,13.7,7.7,Pregunta sobre la factura de este mes.,0,0,0
C00372,Bilbao,fibra_1000,49.95,33,603.8,1000,5,40.3,3,0,2,34.2,6.5,"Subida de cuota inesperada, quiero aclaracion.",0,0,0
C00373,Madrid,fibra_1000,51.95,48,837.6,1000,7,201.4,3,1,2,41.8,4.0,"Velocidad ridicula comparada con lo que pago, harto de reclamar.",1,0,0
C00374,Madrid,fibra_300,29.95,19,260.5,300,3,55.4,1,0,1,15.2,8.0,"Router se reinicia a veces, consultar si es normal.",0,0,0
C00375,Zaragoza,convergente,61.95,78,275.5,600,8,220.3,3,1,2,28.3,4.5,"Cortes constantes desde hace semanas, atencion al cliente pesima.",1,0,1
C00376,Barcelona,convergente,64.95,21,413.2,600,7,228.0,3,1,3,12.2,6.3,"Intermitencias por la noche, molesto pero usable.",0,0,0
C00377,Sevilla,movil_solo,19.95,45,84.6,100,0,0.0,0,0,0,24.9,7.7,Pregunta sobre la factura de este mes.,0,0,0
C00378,Madrid,movil_solo,16.95,44,79.9,100,5,270.2,3,1,2,28.2,5.3,Tardaron en resolver pero al final lo arreglaron.,0,0,0
C00379,Barcelona,convergente,64.95,33,325.7,600,7,489.3,3,1,3,47.1,5.2,"Subida de cuota inesperada, quiero aclaracion.",1,0,1
C00380,Valencia,fibra_1000,49.95,29,498.2,1000,3,73.2,2,1,3,21.7,7.4,"Intermitencias por la noche, molesto pero usable.",0,0,0
C00381,Madrid,convergente,59.95,46,548.3,600,7,546.1,5,2,3,14.8,5.7,Tardaron en resolver pero al final lo arreglaron.,0,1,0
C00382,Bilbao,fibra_300,29.95,49,240.5,300,8,297.7,5,2,4,45.5,4.0,"Cortes constantes desde hace semanas, atencion al cliente pesima.",1,1,0
C00383,Valencia,fibra_300,34.95,1,240.7,300,4,128.5,2,1,1,26.9,5.8,"Router se reinicia a veces, consultar si es normal.",1,0,0
C00384,Madrid,movil_solo,16.95,63,72.2,100,7,498.1,3,1,3,37.7,5.4,"Subida de cuota inesperada, quiero aclaracion.",0,0,0
C00385,Valencia,movil_solo,19.95,68,49.9,100,2,177.6,3,1,3,23.6,7.5,Consulta sobre la tarifa de fibra 1000.,0,0,0
C00386,Sevilla,fibra_300,31.95,9,176.5,300,6,189.9,4,1,3,32.6,5.4,"Subida de cuota inesperada, quiero aclaracion.",0,0,0
C00387,Madrid,fibra_1000,54.95,78,654.4,1000,8,649.4,3,1,3,20.5,6.2,"Sin servicio tres dias seguidos, nadie da solucion, voy a darme de baja.",0,0,1
C00388,Zaragoza,convergente,57.95,18,294.9,600,3,74.6,1,0,0,23.2,6.4,"Router se reinicia a veces, consultar si es normal.",0,0,0
C00389,Zaragoza,convergente,64.95,1,426.3,600,13,787.3,5,2,6,23.1,3.8,"Velocidad ridicula comparada con lo que pago, harto de reclamar.",1,1,1
C00390,Zaragoza,fibra_600,44.95,53,404.5,600,9,756.4,3,2,3,25.8,5.2,"Sin servicio tres dias seguidos, nadie da solucion, voy a darme de baja.",1,1,0
C00391,Madrid,convergente,57.95,1,428.8,600,6,288.4,4,2,2,25.5,6.0,"Intermitencias por la noche, molesto pero usable.",1,0,0
C00392,Barcelona,convergente,59.95,27,327.3,600,4,348.9,2,1,1,13.1,6.4,"Intermitencias por la noche, molesto pero usable.",0,0,0
C00393,Bilbao,fibra_1000,54.95,6,628.5,1000,10,890.7,4,1,3,34.7,4.9,"Sin servicio tres dias seguidos, nadie da solucion, voy a darme de baja.",1,1,0
C00394,Bilbao,fibra_600,39.95,9,479.3,600,4,174.1,2,1,1,18.6,6.8,"Subida de cuota inesperada, quiero aclaracion.",0,0,0
C00395,Barcelona,fibra_300,31.95,31,185.8,300,4,69.1,3,0,3,23.5,6.9,Tardaron en resolver pero al final lo arreglaron.,0,0,0
C00396,Barcelona,fibra_1000,49.95,59,582.0,1000,4,200.2,2,0,3,20.2,7.4,"Router se reinicia a veces, consultar si es normal.",0,0,0
C00397,Zaragoza,fibra_600,39.95,53,460.1,600,6,301.2,4,1,5,23.0,5.5,"Subida de cuota inesperada, quiero aclaracion.",0,0,0
C00398,Barcelona,convergente,64.95,49,490.0,600,5,103.3,3,0,2,36.6,5.9,Tardaron en resolver pero al final lo arreglaron.,0,0,0
C00399,Sevilla,movil_solo,14.95,26,63.1,100,11,424.2,4,1,4,26.1,5.3,"Velocidad ridicula comparada con lo que pago, harto de reclamar.",0,0,1
C00400,Madrid,movil_solo,14.95,71,80.2,100,9,676.2,4,1,4,22.9,4.8,"Sin servicio tres dias seguidos, nadie da solucion, voy a darme de baja.",1,0,0
C00401,Valencia,fibra_600,39.95,2,427.1,600,8,481.2,3,1,2,30.9,5.0,"Cortes constantes desde hace semanas, atencion al cliente pesima.",1,0,0
C00402,Zaragoza,convergente,59.95,10,421.7,600,5,195.5,2,1,1,13.0,7.2,"Intermitencias por la noche, molesto pero usable.",0,0,0
C00403,Zaragoza,fibra_1000,51.95,46,503.7,1000,9,165.0,4,1,3,31.4,4.6,"Cuarta averia este mes, el tecnico no resuelve nada.",1,0,1
C00404,Bilbao,fibra_600,37.95,80,493.1,600,4,249.2,2,1,2,15.0,7.6,Tardaron en resolver pero al final lo arreglaron.,0,0,0
C00405,Zaragoza,fibra_600,44.95,77,314.0,600,0,0.0,0,0,0,20.7,8.4,Cambio de titular del contrato.,0,0,0
C00406,Madrid,fibra_600,39.95,38,569.4,600,5,388.3,3,0,3,20.5,6.8,Tardaron en resolver pero al final lo arreglaron.,0,0,0
C00407,Valencia,convergente,57.95,39,453.8,600,11,197.5,5,2,2,62.8,2.4,"Cortes constantes desde hace semanas, atencion al cliente pesima.",1,1,1
C00408,Sevilla,fibra_600,37.95,60,316.7,600,6,50.8,3,1,1,33.3,5.0,"Intermitencias por la noche, molesto pero usable.",0,0,1
C00409,Zaragoza,fibra_1000,49.95,71,581.2,1000,9,482.5,6,2,3,39.5,4.3,"Sin servicio tres dias seguidos, nadie da solucion, voy a darme de baja.",1,1,1
C00410,Madrid,fibra_1000,54.95,72,986.3,1000,10,100.3,6,2,7,61.6,3.0,"Cuarta averia este mes, el tecnico no resuelve nada.",1,1,0
C00411,Sevilla,fibra_600,41.95,36,503.5,600,11,325.4,6,3,3,25.8,3.2,"Cuarta averia este mes, el tecnico no resuelve nada.",1,1,0
C00412,Madrid,fibra_300,31.95,32,290.7,300,0,0.0,0,0,0,23.2,8.4,Cambio de titular del contrato.,0,0,0
C00413,Barcelona,fibra_300,27.95,36,219.7,300,7,295.7,5,1,4,26.1,5.1,Tardaron en resolver pero al final lo arreglaron.,1,0,0
C00414,Zaragoza,fibra_600,37.95,58,395.8,600,4,196.0,3,1,2,14.7,6.3,"Intermitencias por la noche, molesto pero usable.",0,0,0
C00415,Sevilla,fibra_1000,54.95,31,846.7,1000,8,245.3,4,2,5,22.1,4.3,"Cortes constantes desde hace semanas, atencion al cliente pesima.",0,0,0
C00416,Barcelona,fibra_1000,54.95,32,774.0,1000,10,784.6,6,1,5,23.0,4.9,"Sin servicio tres dias seguidos, nadie da solucion, voy a darme de baja.",0,1,0
C00417,Sevilla,fibra_600,37.95,72,508.6,600,6,76.7,4,2,3,29.6,5.2,"Router se reinicia a veces, consultar si es normal.",0,0,0
C00418,Barcelona,fibra_1000,47.95,35,866.1,1000,7,597.5,5,2,3,43.5,4.8,Tardaron en resolver pero al final lo arreglaron.,1,0,0
C00419,Madrid,fibra_300,34.95,62,197.2,300,4,318.9,3,1,4,20.8,6.6,"Intermitencias por la noche, molesto pero usable.",0,0,0
C00420,Bilbao,convergente,59.95,39,538.9,600,10,82.0,6,1,6,23.8,5.2,"Sin servicio tres dias seguidos, nadie da solucion, voy a darme de baja.",1,1,0
C00421,Sevilla,convergente,59.95,78,486.0,600,11,897.8,5,2,5,41.9,3.7,"Cortes constantes desde hace semanas, atencion al cliente pesima.",1,1,0
C00422,Barcelona,fibra_1000,49.95,59,575.8,1000,6,370.1,3,1,4,33.9,6.1,Tardaron en resolver pero al final lo arreglaron.,0,0,1
C00423,Zaragoza,fibra_1000,49.95,50,516.3,1000,5,280.2,4,1,4,24.3,6.3,"Intermitencias por la noche, molesto pero usable.",0,0,1
C00424,Barcelona,fibra_1000,47.95,45,899.5,1000,9,196.6,5,1,2,6.6,5.8,"Velocidad ridicula comparada con lo que pago, harto de reclamar.",0,1,0
C00425,Bilbao,fibra_1000,49.95,3,587.5,1000,5,317.4,4,2,2,27.9,5.5,"Intermitencias por la noche, molesto pero usable.",1,0,0
C00426,Bilbao,movil_solo,19.95,47,82.6,100,4,282.5,3,0,2,15.2,7.1,"Subida de cuota inesperada, quiero aclaracion.",0,0,0
C00427,Valencia,fibra_600,39.95,12,365.8,600,12,898.6,4,1,4,52.5,3.0,"Sin servicio tres dias seguidos, nadie da solucion, voy a darme de baja.",1,1,1
C00428,Zaragoza,fibra_600,44.95,42,384.6,600,7,469.8,2,1,2,24.8,6.4,"Subida de cuota inesperada, quiero aclaracion.",0,0,0
C00429,Valencia,fibra_600,41.95,59,517.0,600,7,407.6,3,1,2,26.8,5.4,"Intermitencias por la noche, molesto pero usable.",0,0,0
C00430,Bilbao,movil_solo,16.95,39,75.3,100,7,46.4,3,1,4,21.1,6.0,"Subida de cuota inesperada, quiero aclaracion.",1,0,0
C00431,Bilbao,fibra_600,39.95,38,340.0,600,5,450.0,2,1,3,27.2,6.0,"Subida de cuota inesperada, quiero aclaracion.",0,0,0
C00432,Valencia,fibra_1000,51.95,17,894.0,1000,1,89.3,1,0,1,14.7,8.8,Cambio de titular del contrato.,0,0,0
C00433,Valencia,fibra_300,29.95,48,258.0,300,17,931.1,9,3,10,13.5,2.9,"Sin servicio tres dias seguidos, nadie da solucion, voy a darme de baja.",1,1,0
C00434,Zaragoza,fibra_1000,49.95,28,467.2,1000,11,655.3,6,3,5,55.3,2.6,"Cortes constantes desde hace semanas, atencion al cliente pesima.",1,1,1
C00435,Valencia,fibra_300,31.95,72,152.5,300,0,0.0,0,0,0,16.9,7.6,Cambio de titular del contrato.,0,0,0
C00436,Zaragoza,fibra_300,31.95,43,238.2,300,6,320.8,2,1,2,16.5,5.5,"Subida de cuota inesperada, quiero aclaracion.",0,0,0
C00437,Valencia,fibra_1000,49.95,3,668.1,1000,0,0.0,2,0,2,8.5,9.4,Pregunta sobre la factura de este mes.,0,0,0
C00438,Sevilla,fibra_300,29.95,28,204.8,300,15,687.6,8,3,8,15.5,3.1,"Sin servicio tres dias seguidos, nadie da solucion, voy a darme de baja.",1,1,1
C00439,Bilbao,convergente,59.95,21,353.6,600,6,80.9,2,0,1,46.1,4.9,"Subida de cuota inesperada, quiero aclaracion.",0,0,0
C00440,Zaragoza,fibra_600,44.95,9,281.3,600,10,253.2,4,2,4,20.5,4.5,"Cuarta averia este mes, el tecnico no resuelve nada.",1,1,1
C00441,Sevilla,movil_solo,14.95,51,58.2,100,5,262.2,4,2,3,26.6,5.8,"Subida de cuota inesperada, quiero aclaracion.",0,0,0
C00442,Sevilla,fibra_300,34.95,80,140.3,300,6,86.8,4,2,3,19.5,5.4,"Intermitencias por la noche, molesto pero usable.",1,1,1
C00443,Madrid,fibra_600,39.95,77,421.5,600,7,127.8,5,2,2,12.3,6.0,"Intermitencias por la noche, molesto pero usable.",1,1,0
C00444,Sevilla,movil_solo,12.95,29,72.8,100,11,557.3,5,1,5,47.9,4.1,"Sin servicio tres dias seguidos, nadie da solucion, voy a darme de baja.",1,1,0
C00445,Valencia,movil_solo,14.95,59,58.7,100,8,324.7,4,1,4,49.1,4.5,"Cuarta averia este mes, el tecnico no resuelve nada.",1,0,0
C00446,Zaragoza,fibra_1000,54.95,64,758.2,1000,9,75.7,5,1,2,31.5,4.5,"Cortes constantes desde hace semanas, atencion al cliente pesima.",1,1,0
C00447,Valencia,movil_solo,14.95,46,77.4,100,4,260.0,3,1,3,24.5,7.2,"Router se reinicia a veces, consultar si es normal.",0,0,0
C00448,Sevilla,convergente,64.95,74,408.3,600,4,38.9,3,1,2,34.5,6.4,Tardaron en resolver pero al final lo arreglaron.,0,0,0
C00449,Sevilla,fibra_300,34.95,27,247.6,300,9,121.9,4,1,5,8.5,5.3,"Velocidad ridicula comparada con lo que pago, harto de reclamar.",1,1,0
C00450,Valencia,fibra_1000,47.95,80,736.5,1000,5,130.1,4,2,2,35.2,5.4,Tardaron en resolver pero al final lo arreglaron.,1,0,0
C00451,Sevilla,fibra_600,44.95,27,392.2,600,1,8.6,1,0,1,3.0,9.3,Consulta sobre la tarifa de fibra 1000.,0,0,0
C00452,Sevilla,convergente,57.95,17,321.5,600,5,431.8,2,1,2,37.9,5.8,"Subida de cuota inesperada, quiero aclaracion.",0,0,1
C00453,Bilbao,fibra_300,27.95,29,238.5,300,9,142.2,3,1,3,43.7,4.3,"Velocidad ridicula comparada con lo que pago, harto de reclamar.",0,0,0
C00454,Bilbao,fibra_600,41.95,15,406.4,600,5,176.0,3,1,2,44.0,4.6,"Subida de cuota inesperada, quiero aclaracion.",0,0,0
C00455,Bilbao,fibra_300,27.95,47,163.0,300,6,51.8,3,1,2,33.6,5.6,"Subida de cuota inesperada, quiero aclaracion.",0,0,0
C00456,Bilbao,fibra_1000,49.95,68,897.5,1000,7,537.8,3,0,3,39.4,5.5,Tardaron en resolver pero al final lo arreglaron.,0,0,0
C00457,Barcelona,movil_solo,14.95,20,68.9,100,2,150.8,2,1,2,19.3,6.7,Consulta sobre la tarifa de fibra 1000.,0,0,0
C00458,Zaragoza,convergente,59.95,81,311.3,600,6,110.5,3,1,3,33.8,5.5,"Router se reinicia a veces, consultar si es normal.",0,0,0
C00459,Barcelona,fibra_300,29.95,74,276.7,300,9,314.5,6,2,7,44.3,3.0,"Velocidad ridicula comparada con lo que pago, harto de reclamar.",1,1,0
C00460,Valencia,fibra_600,44.95,34,317.2,600,6,210.9,4,1,3,35.3,6.1,Tardaron en resolver pero al final lo arreglaron.,0,0,1
C00461,Zaragoza,movil_solo,16.95,18,67.1,100,7,85.6,3,0,3,12.6,5.8,"Router se reinicia a veces, consultar si es normal.",0,0,0
C00462,Zaragoza,fibra_600,44.95,77,337.2,600,8,640.8,4,1,5,48.9,4.7,"Cuarta averia este mes, el tecnico no resuelve nada.",1,0,0
C00463,Barcelona,convergente,64.95,10,485.6,600,5,92.3,2,1,1,20.5,6.4,"Router se reinicia a veces, consultar si es normal.",0,0,0
C00464,Madrid,convergente,64.95,27,528.7,600,6,361.9,3,1,2,18.4,6.8,"Router se reinicia a veces, consultar si es normal.",0,0,0
C00465,Bilbao,fibra_600,39.95,7,484.2,600,5,175.4,3,0,2,22.1,6.9,Tardaron en resolver pero al final lo arreglaron.,0,0,0
C00466,Zaragoza,fibra_600,39.95,4,278.3,600,5,432.1,4,1,3,12.7,6.9,Tardaron en resolver pero al final lo arreglaron.,0,0,1
C00467,Zaragoza,fibra_300,29.95,42,183.3,300,10,757.7,4,1,3,10.4,5.2,"Velocidad ridicula comparada con lo que pago, harto de reclamar.",0,0,1
C00468,Valencia,fibra_600,39.95,31,441.4,600,7,562.9,3,0,3,29.8,6.4,"Router se reinicia a veces, consultar si es normal.",0,0,0
C00469,Madrid,fibra_600,44.95,69,495.2,600,2,156.3,2,1,1,12.0,8.1,Consulta sobre la tarifa de fibra 1000.,0,0,0
C00470,Bilbao,fibra_1000,51.95,53,678.4,1000,5,86.7,4,1,2,29.4,6.2,"Subida de cuota inesperada, quiero aclaracion.",0,0,0
C00471,Zaragoza,fibra_1000,49.95,33,505.2,1000,7,340.2,3,1,2,32.1,4.9,Tardaron en resolver pero al final lo arreglaron.,1,0,1
C00472,Zaragoza,movil_solo,16.95,71,70.0,100,11,298.2,6,1,5,21.1,4.2,"Velocidad ridicula comparada con lo que pago, harto de reclamar.",1,1,1
C00473,Barcelona,movil_solo,16.95,64,68.0,100,1,7.9,1,0,0,23.8,6.9,Pregunta sobre la factura de este mes.,0,0,0
C00474,Zaragoza,fibra_300,31.95,41,197.7,300,4,353.7,2,1,2,18.7,6.1,"Subida de cuota inesperada, quiero aclaracion.",0,0,0
C00475,Madrid,fibra_1000,47.95,82,619.4,1000,11,502.7,5,1,4,42.1,3.2,"Sin servicio tres dias seguidos, nadie da solucion, voy a darme de baja.",1,1,1
C00476,Sevilla,convergente,61.95,52,441.7,600,10,116.0,6,2,5,22.3,5.3,"Sin servicio tres dias seguidos, nadie da solucion, voy a darme de baja.",0,1,1
C00477,Sevilla,movil_solo,12.95,54,49.0,100,6,429.2,4,1,2,9.9,6.4,"Intermitencias por la noche, molesto pero usable.",0,0,1
C00478,Valencia,fibra_300,31.95,43,199.2,300,8,411.6,4,1,4,28.8,5.4,"Cortes constantes desde hace semanas, atencion al cliente pesima.",0,0,0
C00479,Madrid,movil_solo,16.95,5,86.5,100,9,635.6,4,1,5,46.3,3.9,"Velocidad ridicula comparada con lo que pago, harto de reclamar.",1,0,0
C00480,Valencia,fibra_600,41.95,3,399.9,600,6,265.3,4,1,5,30.3,6.3,"Router se reinicia a veces, consultar si es normal.",0,0,0
C00481,Barcelona,fibra_600,39.95,9,476.6,600,5,446.7,4,1,3,7.0,6.4,"Router se reinicia a veces, consultar si es normal.",0,0,0
C00482,Zaragoza,fibra_1000,47.95,25,548.7,1000,8,369.9,4,1,2,46.3,4.8,"Cortes constantes desde hace semanas, atencion al cliente pesima.",1,1,1
C00483,Valencia,movil_solo,14.95,7,80.2,100,5,155.2,3,1,3,26.3,6.0,"Router se reinicia a veces, consultar si es normal.",0,0,0
C00484,Barcelona,convergente,61.95,63,325.4,600,8,601.8,3,0,2,29.7,6.2,"Cuarta averia este mes, el tecnico no resuelve nada.",0,0,1
C00485,Barcelona,convergente,64.95,67,418.2,600,3,185.2,2,1,2,18.3,6.3,"Router se reinicia a veces, consultar si es normal.",0,0,0
C00486,Zaragoza,fibra_600,37.95,69,298.7,600,4,304.4,3,2,2,29.1,6.5,Tardaron en resolver pero al final lo arreglaron.,0,0,1
C00487,Madrid,fibra_1000,49.95,5,597.3,1000,5,418.6,4,1,4,20.7,5.8,Tardaron en resolver pero al final lo arreglaron.,0,0,0
C00488,Barcelona,fibra_600,41.95,35,496.8,600,6,515.9,4,0,3,32.1,5.5,"Intermitencias por la noche, molesto pero usable.",0,0,0
C00489,Barcelona,fibra_300,29.95,78,270.9,300,8,160.7,5,1,3,20.2,6.0,"Sin servicio tres dias seguidos, nadie da solucion, voy a darme de baja.",0,0,0
C00490,Bilbao,fibra_300,31.95,77,276.4,300,8,415.5,3,0,3,19.3,5.3,"Sin servicio tres dias seguidos, nadie da solucion, voy a darme de baja.",0,0,0
C00491,Sevilla,fibra_1000,49.95,83,819.8,1000,6,417.6,5,1,4,50.9,4.9,"Router se reinicia a veces, consultar si es normal.",0,0,0
C00492,Barcelona,convergente,59.95,69,381.1,600,9,399.8,4,2,5,25.2,4.4,"Sin servicio tres dias seguidos, nadie da solucion, voy a darme de baja.",1,0,1
C00493,Valencia,convergente,61.95,12,300.6,600,4,162.5,2,1,1,23.9,5.9,"Intermitencias por la noche, molesto pero usable.",0,0,1
C00494,Zaragoza,fibra_600,44.95,56,315.1,600,5,37.4,4,1,4,25.4,6.0,"Intermitencias por la noche, molesto pero usable.",0,0,0
C00495,Bilbao,fibra_600,39.95,47,509.6,600,2,87.0,2,0,1,20.4,8.0,Cambio de titular del contrato.,0,0,0
C00496,Sevilla,fibra_1000,49.95,9,503.3,1000,7,201.9,3,1,1,16.5,5.8,"Subida de cuota inesperada, quiero aclaracion.",0,0,1
C00497,Madrid,movil_solo,14.95,67,95.3,100,6,447.0,5,2,5,22.5,5.7,Tardaron en resolver pero al final lo arreglaron.,0,1,0
C00498,Bilbao,movil_solo,14.95,76,69.6,100,6,69.3,3,1,2,44.2,4.3,"Router se reinicia a veces, consultar si es normal.",1,0,0
C00499,Valencia,fibra_300,34.95,68,235.3,300,3,74.0,1,0,1,17.9,6.7,"Intermitencias por la noche, molesto pero usable.",0,0,0
C00500,Sevilla,movil_solo,19.95,11,67.4,100,8,260.1,3,2,2,20.8,4.8,"Cortes constantes desde hace semanas, atencion al cliente pesima.",1,1,0
C00501,Zaragoza,fibra_600,44.95,64,473.5,600,7,350.8,4,1,5,22.5,6.4,"Router se reinicia a veces, consultar si es normal.",0,0,0
C00502,Bilbao,fibra_1000,54.95,65,567.4,1000,9,89.9,6,2,3,44.1,4.0,"Cuarta averia este mes, el tecnico no resuelve nada.",1,1,0
C00503,Valencia,convergente,61.95,76,307.8,600,8,255.2,4,0,4,18.8,6.0,"Sin servicio tres dias seguidos, nadie da solucion, voy a darme de baja.",0,0,1
C00504,Sevilla,movil_solo,16.95,30,67.3,100,2,170.7,3,1,4,23.1,6.3,"Intermitencias por la noche, molesto pero usable.",0,0,0
C00505,Bilbao,fibra_600,44.95,7,408.4,600,5,382.3,4,2,4,33.6,4.8,"Router se reinicia a veces, consultar si es normal.",1,0,0
C00506,Bilbao,fibra_600,37.95,30,394.6,600,9,551.8,5,1,6,55.9,3.4,"Cortes constantes desde hace semanas, atencion al cliente pesima.",1,1,0
C00507,Barcelona,convergente,57.95,80,436.0,600,0,0.0,0,0,0,19.4,7.7,"Todo correcto, solo queria informacion de promociones.",0,0,0
C00508,Zaragoza,fibra_300,29.95,70,208.8,300,7,217.0,4,1,4,39.8,4.3,"Subida de cuota inesperada, quiero aclaracion.",1,0,0
C00509,Zaragoza,convergente,61.95,20,375.3,600,4,115.6,1,0,1,27.3,6.2,"Intermitencias por la noche, molesto pero usable.",0,0,0
C00510,Sevilla,fibra_300,29.95,50,173.2,300,8,683.3,3,1,3,11.9,5.2,"Cuarta averia este mes, el tecnico no resuelve nada.",0,0,0
C00511,Barcelona,convergente,59.95,75,505.5,600,6,351.0,3,1,2,27.9,4.9,"Subida de cuota inesperada, quiero aclaracion.",0,0,0
C00512,Zaragoza,movil_solo,16.95,4,70.3,100,11,543.4,4,1,2,17.6,5.0,"Sin servicio tres dias seguidos, nadie da solucion, voy a darme de baja.",1,0,1
C00513,Bilbao,fibra_300,29.95,39,233.4,300,4,175.8,2,1,2,29.8,6.2,"Subida de cuota inesperada, quiero aclaracion.",0,0,0
C00514,Barcelona,fibra_1000,49.95,39,763.5,1000,7,525.3,5,1,5,35.9,5.0,"Subida de cuota inesperada, quiero aclaracion.",0,0,0
C00515,Madrid,fibra_600,41.95,21,415.5,600,0,0.0,2,0,1,17.4,7.9,Cambio de titular del contrato.,0,0,0
C00516,Barcelona,movil_solo,16.95,26,75.8,100,10,60.0,4,1,5,13.9,4.7,"Sin servicio tres dias seguidos, nadie da solucion, voy a darme de baja.",0,0,0
C00517,Valencia,fibra_1000,51.95,24,696.2,1000,8,407.5,5,1,4,36.7,4.4,"Cortes constantes desde hace semanas, atencion al cliente pesima.",0,0,1
C00518,Bilbao,convergente,57.95,65,412.2,600,2,121.1,1,1,2,25.1,7.0,Pregunta sobre la factura de este mes.,0,0,0
C00519,Sevilla,movil_solo,12.95,75,67.9,100,9,141.4,4,2,2,44.4,4.5,"Cuarta averia este mes, el tecnico no resuelve nada.",1,1,1
C00520,Barcelona,movil_solo,16.95,49,68.9,100,6,388.0,3,0,3,27.5,6.5,Tardaron en resolver pero al final lo arreglaron.,0,0,0
C00521,Sevilla,fibra_1000,49.95,23,637.2,1000,13,331.7,6,3,4,46.4,2.5,"Cuarta averia este mes, el tecnico no resuelve nada.",1,1,1
C00522,Zaragoza,movil_solo,14.95,37,68.6,100,11,474.2,5,1,5,50.0,3.5,"Sin servicio tres dias seguidos, nadie da solucion, voy a darme de baja.",1,1,0
C00523,Zaragoza,fibra_300,34.95,28,158.9,300,6,77.3,3,2,2,32.8,5.3,Tardaron en resolver pero al final lo arreglaron.,0,0,0
C00524,Sevilla,fibra_300,31.95,45,174.7,300,8,306.0,3,1,2,33.4,4.6,"Cuarta averia este mes, el tecnico no resuelve nada.",0,0,0
C00525,Barcelona,fibra_1000,49.95,33,963.8,1000,6,53.0,5,2,4,17.8,5.0,"Subida de cuota inesperada, quiero aclaracion.",0,1,0
C00526,Barcelona,fibra_300,34.95,3,176.9,300,7,329.2,4,1,2,40.1,5.6,Tardaron en resolver pero al final lo arreglaron.,1,0,1
C00527,Barcelona,convergente,59.95,52,503.0,600,2,30.7,1,0,2,27.6,6.6,Cambio de titular del contrato.,0,0,0
C00528,Valencia,fibra_1000,47.95,13,848.2,1000,8,100.9,3,0,3,21.1,5.9,"Cortes constantes desde hace semanas, atencion al cliente pesima.",0,0,0
C00529,Bilbao,fibra_600,44.95,34,494.7,600,8,460.0,5,1,3,26.4,5.8,"Cuarta averia este mes, el tecnico no resuelve nada.",0,0,0
C00530,Valencia,fibra_1000,49.95,23,546.9,1000,7,397.6,2,0,1,43.2,4.6,"Router se reinicia a veces, consultar si es normal.",0,0,1
C00531,Barcelona,fibra_300,29.95,37,199.3,300,6,431.9,3,1,2,28.4,5.6,Tardaron en resolver pero al final lo arreglaron.,0,0,0
